timestamp,price_No,price_Yes,price_Yes_nuclear,price_Yes_nuclear,pct_Country Hourly - Belgium,pct_BE Temp (C),pct_BE Precipitation (mm),pct_BE Wind Speed (km/h),pct_pct_BE_actual_load,pct_pct_BE_forecast_load,pct_pct_BE_forecast_vs_actual_load,pct_be_net_export_DE,pct_be_net_export_FR,pct_be_net_export_GB,pct_be_net_export_LU,pct_be_net_export_NL,pct_gen_pct_biomass,pct_gen_pct_energy_storage,pct_gen_pct_fossil_gas,pct_gen_pct_fossil_oil,pct_gen_pct_hydro_pumped,pct_gen_pct_hydro_ror,pct_gen_pct_nuclear,pct_gen_pct_other,pct_gen_pct_solar,pct_gen_pct_waste,pct_gen_pct_wind_offshore,pct_gen_pct_wind_onshore
2025-01-02 00:00:00+00:00,0.8,0.2,0.2,0.2,389.48946301031657,-56.02523,-27.272724,-62.992893,,,-365.3929445297563,3.2959723655645146,-85.57825394289502,73.64673417336667,-45.76571845883316,-981.0861985019645,29.87615231566172,55.13669864139903,43.976301521231974,37.623206943683954,187.32361539035472,43.87275376025463,38.00834132150002,78.44059632430029,1015.5252324016345,32.091224590967535,-54.10514639987609,-73.80674952814852
2025-01-03 00:00:00+00:00,0.81,0.19,0.19,0.19,4.192531479113004,-76.32712,-100.0,27.20542,-75.0940758322548,-96.04671643182886,-80.86165630498179,36.15532601128144,830.3565604957057,2.0088844684730267,-39.66974761199615,30.64147640659789,-8.565407274381375,-1.8360376643204224,-19.05447573418586,-16.27902986383868,-29.458867431730173,-10.473426662755026,-11.460036879619862,3.236798233379057,15.17153404711129,-19.480467873797036,42.92326518250069,83.34920716315966
2025-01-04 00:00:00+00:00,0.8200000000000001,0.18,0.18,0.18,1.316726716965988,46.060596,,-27.410204,-216.9328130313096,-1042.6107715003902,-529.8047190040495,-55.5034944047365,-174.86053024795888,21.779899960487214,-250.1952137236259,-56.00274529055773,22.115518207236317,9.298379531323064,31.648501544925644,32.04394188897726,16.02221069554508,21.827103100038592,22.36827981332241,0.4590451426046416,-35.505647058887,20.591012990545465,-57.06733701132678,-46.86257332142421
2025-01-05 00:00:00+00:00,0.8200000000000001,0.18,0.18,0.18,-56.47657076550288,655.3941,26299.996,139.2879,-27.62587701612853,-73.02902299264524,-35.95126190390084,-147.51007742048054,150.99646322170508,3.3357802475298293,-103.58852104265999,-205.19202345676533,-27.508718538643762,-31.412254398887374,-35.801608600676445,-22.60594090280723,-74.02442614190868,-17.78985132168378,-25.955956058262654,-40.0987269195858,-89.12543203650631,-27.257672758590356,228.59506651277178,236.594460100914
2025-01-06 00:00:00+00:00,0.81,0.19,0.19,0.19,-25.09880183175458,12.963486,-79.92424,22.956038,-333.90128548394335,-514.1605346134039,-62.30542521137381,-412.84376135340483,-77.20812362368208,12.467837653139657,1836.3067684223709,-107.21021598306035,-9.79712969982549,49.1846863616703,-8.209027066241015,-20.33255947970104,387.5264060222247,-30.854920889634297,-12.441436750134994,-27.028405741333128,149.83540225617458,-12.872445535170773,6.797445359430743,21.39375102226886
2025-01-07 00:00:00+00:00,0.81,0.19,0.19,0.19,101.89803182579564,-67.32313,-9.433973,-31.916927,-55.63837961747207,-29.819520485878957,-378.68436876066727,40.874429442772595,0.4311534866136002,3.5804849045274256,81.54023092479758,1480.5345124132016,-11.586661795017806,3.658174422771321,-12.894555100564965,14.191318439466084,-2.308852850162335,27.358918576491575,17.004684496613297,-9.449104045015355,111.54388169128376,22.65608888606414,-18.489788670755424,-20.702347842809367
2025-01-08 00:00:00+00:00,0.8200000000000001,0.18,0.18,0.18,37.99526063893224,-54.01784,164.58337,-36.78665,-2.142719095709955,-80.07263442280956,-98.85115435161693,-68.31244284928968,231.62576099808797,-8.504712486299958,-12.627060732894858,54.463191372674615,8.86354476758533,23.7841159440517,14.174389805169119,10.462311518809297,12.0568821307236,15.867146787657216,31.195255649743146,134.6445909206114,16.40360044983129,21.09292964813696,-50.302694218948595,-50.63260797595074
2025-01-09 00:00:00+00:00,0.8,0.2,0.2,0.2,-4.278392352552163,-79.61166,-11.811018,16.645681,-107.15341201029088,-115.86554529253745,160.15664443519825,-195.19297928113127,36.75792936930371,-39.915268734074004,-85.52812741863211,-31.190142371648744,-29.74174310627904,24.680302597424976,-31.67347972681722,-31.790132405830786,22.763583557877975,-17.757667513460117,-2.0515944363682315,13.738140966647471,-31.597021099639576,5.007241473582447,70.33138219048574,-26.749798066437535
2025-01-10 00:00:00+00:00,0.8,0.2,0.2,0.2,7.332124266905349,-649.9999,-100.0,-26.30008,-392.14135710962813,-213.82332935419984,-753.6885969463439,-382.06137425940807,-72.03886317150851,65.58692118725662,652.6923185183101,67.50513009233276,18.350555784250822,-28.8232428837905,13.080648508578307,12.666577463193951,-23.513235304198243,-4.388461295142044,7.6492706161009005,11.37754446005006,325.3119886063685,16.471209863759697,-72.63495809514527,-21.543378074990926
2025-01-11 00:00:00+00:00,0.8,0.2,0.2,0.2,-4.019091507570771,27.272774,,-29.150475,-827.7705443986971,-3253.1781477010327,557.8453722773196,13.349288595410357,38.29089404826451,-4.683099755182829,58.3974361371532,2.8513073642633113,66.71399748561954,-21.51605670130725,63.90478139182099,65.24772697046564,-83.42324278331192,99.78507701896349,7.960273827757147,-17.773316793122806,-37.66342854893955,13.499852217385634,-39.60027258364099,-73.60623378942223
