"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"16/11/2025 23:30:00 - 16/11/2025 23:45:00","BZN|BE","Without Sequence","78.66","",""
"16/11/2025 23:45:00 - 17/11/2025 00:00:00","BZN|BE","Without Sequence","68.58","",""
"17/11/2025 00:00:00 - 17/11/2025 00:15:00","BZN|BE","Without Sequence","86.16","",""
"17/11/2025 00:15:00 - 17/11/2025 00:30:00","BZN|BE","Without Sequence","77.47","",""
"17/11/2025 00:30:00 - 17/11/2025 00:45:00","BZN|BE","Without Sequence","76.87","",""
"17/11/2025 00:45:00 - 17/11/2025 01:00:00","BZN|BE","Without Sequence","69.84","",""
"17/11/2025 01:00:00 - 17/11/2025 01:15:00","BZN|BE","Without Sequence","80.87","",""
"17/11/2025 01:15:00 - 17/11/2025 01:30:00","BZN|BE","Without Sequence","74.37","",""
"17/11/2025 01:30:00 - 17/11/2025 01:45:00","BZN|BE","Without Sequence","72.96","",""
"17/11/2025 01:45:00 - 17/11/2025 02:00:00","BZN|BE","Without Sequence","65.34","",""
"17/11/2025 02:00:00 - 17/11/2025 02:15:00","BZN|BE","Without Sequence","73.54","",""
"17/11/2025 02:15:00 - 17/11/2025 02:30:00","BZN|BE","Without Sequence","69.03","",""
"17/11/2025 02:30:00 - 17/11/2025 02:45:00","BZN|BE","Without Sequence","63.92","",""
"17/11/2025 02:45:00 - 17/11/2025 03:00:00","BZN|BE","Without Sequence","59.16","",""
"17/11/2025 03:00:00 - 17/11/2025 03:15:00","BZN|BE","Without Sequence","67.91","",""
"17/11/2025 03:15:00 - 17/11/2025 03:30:00","BZN|BE","Without Sequence","62.63","",""
"17/11/2025 03:30:00 - 17/11/2025 03:45:00","BZN|BE","Without Sequence","60.86","",""
"17/11/2025 03:45:00 - 17/11/2025 04:00:00","BZN|BE","Without Sequence","59.78","",""
"17/11/2025 04:00:00 - 17/11/2025 04:15:00","BZN|BE","Without Sequence","61.88","",""
"17/11/2025 04:15:00 - 17/11/2025 04:30:00","BZN|BE","Without Sequence","59.63","",""
"17/11/2025 04:30:00 - 17/11/2025 04:45:00","BZN|BE","Without Sequence","57.75","",""
"17/11/2025 04:45:00 - 17/11/2025 05:00:00","BZN|BE","Without Sequence","66.43","",""
"17/11/2025 05:00:00 - 17/11/2025 05:15:00","BZN|BE","Without Sequence","60.30","",""
"17/11/2025 05:15:00 - 17/11/2025 05:30:00","BZN|BE","Without Sequence","77.29","",""
"17/11/2025 05:30:00 - 17/11/2025 05:45:00","BZN|BE","Without Sequence","80.81","",""
"17/11/2025 05:45:00 - 17/11/2025 06:00:00","BZN|BE","Without Sequence","80.36","",""
"17/11/2025 06:00:00 - 17/11/2025 06:15:00","BZN|BE","Without Sequence","71.96","",""
"17/11/2025 06:15:00 - 17/11/2025 06:30:00","BZN|BE","Without Sequence","84.96","",""
"17/11/2025 06:30:00 - 17/11/2025 06:45:00","BZN|BE","Without Sequence","80.43","",""
"17/11/2025 06:45:00 - 17/11/2025 07:00:00","BZN|BE","Without Sequence","86.33","",""
"17/11/2025 07:00:00 - 17/11/2025 07:15:00","BZN|BE","Without Sequence","111.97","",""
"17/11/2025 07:15:00 - 17/11/2025 07:30:00","BZN|BE","Without Sequence","116.32","",""
"17/11/2025 07:30:00 - 17/11/2025 07:45:00","BZN|BE","Without Sequence","116.58","",""
"17/11/2025 07:45:00 - 17/11/2025 08:00:00","BZN|BE","Without Sequence","120.30","",""
"17/11/2025 08:00:00 - 17/11/2025 08:15:00","BZN|BE","Without Sequence","132.13","",""
"17/11/2025 08:15:00 - 17/11/2025 08:30:00","BZN|BE","Without Sequence","108.86","",""
"17/11/2025 08:30:00 - 17/11/2025 08:45:00","BZN|BE","Without Sequence","109.57","",""
"17/11/2025 08:45:00 - 17/11/2025 09:00:00","BZN|BE","Without Sequence","91.79","",""
"17/11/2025 09:00:00 - 17/11/2025 09:15:00","BZN|BE","Without Sequence","120.73","",""
"17/11/2025 09:15:00 - 17/11/2025 09:30:00","BZN|BE","Without Sequence","115.00","",""
"17/11/2025 09:30:00 - 17/11/2025 09:45:00","BZN|BE","Without Sequence","109.26","",""
"17/11/2025 09:45:00 - 17/11/2025 10:00:00","BZN|BE","Without Sequence","106.98","",""
"17/11/2025 10:00:00 - 17/11/2025 10:15:00","BZN|BE","Without Sequence","116.44","",""
"17/11/2025 10:15:00 - 17/11/2025 10:30:00","BZN|BE","Without Sequence","104.51","",""
"17/11/2025 10:30:00 - 17/11/2025 10:45:00","BZN|BE","Without Sequence","96.29","",""
"17/11/2025 10:45:00 - 17/11/2025 11:00:00","BZN|BE","Without Sequence","90.64","",""
"17/11/2025 11:00:00 - 17/11/2025 11:15:00","BZN|BE","Without Sequence","87.59","",""
"17/11/2025 11:15:00 - 17/11/2025 11:30:00","BZN|BE","Without Sequence","81.79","",""
"17/11/2025 11:30:00 - 17/11/2025 11:45:00","BZN|BE","Without Sequence","79.80","",""
"17/11/2025 11:45:00 - 17/11/2025 12:00:00","BZN|BE","Without Sequence","76.97","",""
"17/11/2025 12:00:00 - 17/11/2025 12:15:00","BZN|BE","Without Sequence","78.40","",""
"17/11/2025 12:15:00 - 17/11/2025 12:30:00","BZN|BE","Without Sequence","74.07","",""
"17/11/2025 12:30:00 - 17/11/2025 12:45:00","BZN|BE","Without Sequence","73.64","",""
"17/11/2025 12:45:00 - 17/11/2025 13:00:00","BZN|BE","Without Sequence","69.16","",""
"17/11/2025 13:00:00 - 17/11/2025 13:15:00","BZN|BE","Without Sequence","67.50","",""
"17/11/2025 13:15:00 - 17/11/2025 13:30:00","BZN|BE","Without Sequence","70.08","",""
"17/11/2025 13:30:00 - 17/11/2025 13:45:00","BZN|BE","Without Sequence","70.56","",""
"17/11/2025 13:45:00 - 17/11/2025 14:00:00","BZN|BE","Without Sequence","74.41","",""
"17/11/2025 14:00:00 - 17/11/2025 14:15:00","BZN|BE","Without Sequence","74.22","",""
"17/11/2025 14:15:00 - 17/11/2025 14:30:00","BZN|BE","Without Sequence","75.73","",""
"17/11/2025 14:30:00 - 17/11/2025 14:45:00","BZN|BE","Without Sequence","75.68","",""
"17/11/2025 14:45:00 - 17/11/2025 15:00:00","BZN|BE","Without Sequence","83.66","",""
"17/11/2025 15:00:00 - 17/11/2025 15:15:00","BZN|BE","Without Sequence","74.58","",""
"17/11/2025 15:15:00 - 17/11/2025 15:30:00","BZN|BE","Without Sequence","86.60","",""
"17/11/2025 15:30:00 - 17/11/2025 15:45:00","BZN|BE","Without Sequence","92.07","",""
"17/11/2025 15:45:00 - 17/11/2025 16:00:00","BZN|BE","Without Sequence","101.34","",""
"17/11/2025 16:00:00 - 17/11/2025 16:15:00","BZN|BE","Without Sequence","103.51","",""
"17/11/2025 16:15:00 - 17/11/2025 16:30:00","BZN|BE","Without Sequence","107.50","",""
"17/11/2025 16:30:00 - 17/11/2025 16:45:00","BZN|BE","Without Sequence","106.69","",""
"17/11/2025 16:45:00 - 17/11/2025 17:00:00","BZN|BE","Without Sequence","110.28","",""
"17/11/2025 17:00:00 - 17/11/2025 17:15:00","BZN|BE","Without Sequence","107.50","",""
"17/11/2025 17:15:00 - 17/11/2025 17:30:00","BZN|BE","Without Sequence","110.61","",""
"17/11/2025 17:30:00 - 17/11/2025 17:45:00","BZN|BE","Without Sequence","113.06","",""
"17/11/2025 17:45:00 - 17/11/2025 18:00:00","BZN|BE","Without Sequence","116.47","",""
"17/11/2025 18:00:00 - 17/11/2025 18:15:00","BZN|BE","Without Sequence","116.09","",""
"17/11/2025 18:15:00 - 17/11/2025 18:30:00","BZN|BE","Without Sequence","114.32","",""
"17/11/2025 18:30:00 - 17/11/2025 18:45:00","BZN|BE","Without Sequence","115.85","",""
"17/11/2025 18:45:00 - 17/11/2025 19:00:00","BZN|BE","Without Sequence","116.10","",""
"17/11/2025 19:00:00 - 17/11/2025 19:15:00","BZN|BE","Without Sequence","114.59","",""
"17/11/2025 19:15:00 - 17/11/2025 19:30:00","BZN|BE","Without Sequence","112.22","",""
"17/11/2025 19:30:00 - 17/11/2025 19:45:00","BZN|BE","Without Sequence","108.72","",""
"17/11/2025 19:45:00 - 17/11/2025 20:00:00","BZN|BE","Without Sequence","107.50","",""
"17/11/2025 20:00:00 - 17/11/2025 20:15:00","BZN|BE","Without Sequence","107.98","",""
"17/11/2025 20:15:00 - 17/11/2025 20:30:00","BZN|BE","Without Sequence","107.48","",""
"17/11/2025 20:30:00 - 17/11/2025 20:45:00","BZN|BE","Without Sequence","104.68","",""
"17/11/2025 20:45:00 - 17/11/2025 21:00:00","BZN|BE","Without Sequence","96.99","",""
"17/11/2025 21:00:00 - 17/11/2025 21:15:00","BZN|BE","Without Sequence","101.99","",""
"17/11/2025 21:15:00 - 17/11/2025 21:30:00","BZN|BE","Without Sequence","97.49","",""
"17/11/2025 21:30:00 - 17/11/2025 21:45:00","BZN|BE","Without Sequence","92.50","",""
"17/11/2025 21:45:00 - 17/11/2025 22:00:00","BZN|BE","Without Sequence","88.15","",""
"17/11/2025 22:00:00 - 17/11/2025 22:15:00","BZN|BE","Without Sequence","99.50","",""
"17/11/2025 22:15:00 - 17/11/2025 22:30:00","BZN|BE","Without Sequence","93.06","",""
"17/11/2025 22:30:00 - 17/11/2025 22:45:00","BZN|BE","Without Sequence","90.01","",""
"17/11/2025 22:45:00 - 17/11/2025 23:00:00","BZN|BE","Without Sequence","84.72","",""
"17/11/2025 23:00:00 - 17/11/2025 23:15:00","BZN|BE","Without Sequence","89.65","",""
"17/11/2025 23:15:00 - 17/11/2025 23:30:00","BZN|BE","Without Sequence","83.60","",""
"17/11/2025 23:30:00 - 17/11/2025 23:45:00","BZN|BE","Without Sequence","78.39","",""
"17/11/2025 23:45:00 - 18/11/2025 00:00:00","BZN|BE","Without Sequence","72.00","",""
"18/11/2025 00:00:00 - 18/11/2025 00:15:00","BZN|BE","Without Sequence","89.07","",""
"18/11/2025 00:15:00 - 18/11/2025 00:30:00","BZN|BE","Without Sequence","83.52","",""
"18/11/2025 00:30:00 - 18/11/2025 00:45:00","BZN|BE","Without Sequence","83.22","",""
"18/11/2025 00:45:00 - 18/11/2025 01:00:00","BZN|BE","Without Sequence","78.70","",""
"18/11/2025 01:00:00 - 18/11/2025 01:15:00","BZN|BE","Without Sequence","85.39","",""
"18/11/2025 01:15:00 - 18/11/2025 01:30:00","BZN|BE","Without Sequence","81.60","",""
"18/11/2025 01:30:00 - 18/11/2025 01:45:00","BZN|BE","Without Sequence","80.37","",""
"18/11/2025 01:45:00 - 18/11/2025 02:00:00","BZN|BE","Without Sequence","77.64","",""
"18/11/2025 02:00:00 - 18/11/2025 02:15:00","BZN|BE","Without Sequence","79.19","",""
"18/11/2025 02:15:00 - 18/11/2025 02:30:00","BZN|BE","Without Sequence","77.44","",""
"18/11/2025 02:30:00 - 18/11/2025 02:45:00","BZN|BE","Without Sequence","77.23","",""
"18/11/2025 02:45:00 - 18/11/2025 03:00:00","BZN|BE","Without Sequence","75.21","",""
"18/11/2025 03:00:00 - 18/11/2025 03:15:00","BZN|BE","Without Sequence","76.99","",""
"18/11/2025 03:15:00 - 18/11/2025 03:30:00","BZN|BE","Without Sequence","76.17","",""
"18/11/2025 03:30:00 - 18/11/2025 03:45:00","BZN|BE","Without Sequence","75.73","",""
"18/11/2025 03:45:00 - 18/11/2025 04:00:00","BZN|BE","Without Sequence","75.43","",""
"18/11/2025 04:00:00 - 18/11/2025 04:15:00","BZN|BE","Without Sequence","74.46","",""
"18/11/2025 04:15:00 - 18/11/2025 04:30:00","BZN|BE","Without Sequence","76.02","",""
"18/11/2025 04:30:00 - 18/11/2025 04:45:00","BZN|BE","Without Sequence","78.78","",""
"18/11/2025 04:45:00 - 18/11/2025 05:00:00","BZN|BE","Without Sequence","81.38","",""
"18/11/2025 05:00:00 - 18/11/2025 05:15:00","BZN|BE","Without Sequence","74.84","",""
"18/11/2025 05:15:00 - 18/11/2025 05:30:00","BZN|BE","Without Sequence","78.97","",""
"18/11/2025 05:30:00 - 18/11/2025 05:45:00","BZN|BE","Without Sequence","81.89","",""
"18/11/2025 05:45:00 - 18/11/2025 06:00:00","BZN|BE","Without Sequence","84.54","",""
"18/11/2025 06:00:00 - 18/11/2025 06:15:00","BZN|BE","Without Sequence","85.76","",""
"18/11/2025 06:15:00 - 18/11/2025 06:30:00","BZN|BE","Without Sequence","94.40","",""
"18/11/2025 06:30:00 - 18/11/2025 06:45:00","BZN|BE","Without Sequence","92.99","",""
"18/11/2025 06:45:00 - 18/11/2025 07:00:00","BZN|BE","Without Sequence","95.84","",""
"18/11/2025 07:00:00 - 18/11/2025 07:15:00","BZN|BE","Without Sequence","102.89","",""
"18/11/2025 07:15:00 - 18/11/2025 07:30:00","BZN|BE","Without Sequence","103.77","",""
"18/11/2025 07:30:00 - 18/11/2025 07:45:00","BZN|BE","Without Sequence","111.32","",""
"18/11/2025 07:45:00 - 18/11/2025 08:00:00","BZN|BE","Without Sequence","111.53","",""
"18/11/2025 08:00:00 - 18/11/2025 08:15:00","BZN|BE","Without Sequence","138.09","",""
"18/11/2025 08:15:00 - 18/11/2025 08:30:00","BZN|BE","Without Sequence","132.11","",""
"18/11/2025 08:30:00 - 18/11/2025 08:45:00","BZN|BE","Without Sequence","120.94","",""
"18/11/2025 08:45:00 - 18/11/2025 09:00:00","BZN|BE","Without Sequence","102.75","",""
"18/11/2025 09:00:00 - 18/11/2025 09:15:00","BZN|BE","Without Sequence","133.83","",""
"18/11/2025 09:15:00 - 18/11/2025 09:30:00","BZN|BE","Without Sequence","110.11","",""
"18/11/2025 09:30:00 - 18/11/2025 09:45:00","BZN|BE","Without Sequence","96.85","",""
"18/11/2025 09:45:00 - 18/11/2025 10:00:00","BZN|BE","Without Sequence","85.32","",""
"18/11/2025 10:00:00 - 18/11/2025 10:15:00","BZN|BE","Without Sequence","100.45","",""
"18/11/2025 10:15:00 - 18/11/2025 10:30:00","BZN|BE","Without Sequence","88.66","",""
"18/11/2025 10:30:00 - 18/11/2025 10:45:00","BZN|BE","Without Sequence","87.16","",""
"18/11/2025 10:45:00 - 18/11/2025 11:00:00","BZN|BE","Without Sequence","86.13","",""
"18/11/2025 11:00:00 - 18/11/2025 11:15:00","BZN|BE","Without Sequence","84.29","",""
"18/11/2025 11:15:00 - 18/11/2025 11:30:00","BZN|BE","Without Sequence","83.34","",""
"18/11/2025 11:30:00 - 18/11/2025 11:45:00","BZN|BE","Without Sequence","84.39","",""
"18/11/2025 11:45:00 - 18/11/2025 12:00:00","BZN|BE","Without Sequence","83.88","",""
"18/11/2025 12:00:00 - 18/11/2025 12:15:00","BZN|BE","Without Sequence","85.18","",""
"18/11/2025 12:15:00 - 18/11/2025 12:30:00","BZN|BE","Without Sequence","79.57","",""
"18/11/2025 12:30:00 - 18/11/2025 12:45:00","BZN|BE","Without Sequence","86.06","",""
"18/11/2025 12:45:00 - 18/11/2025 13:00:00","BZN|BE","Without Sequence","81.98","",""
"18/11/2025 13:00:00 - 18/11/2025 13:15:00","BZN|BE","Without Sequence","85.33","",""
"18/11/2025 13:15:00 - 18/11/2025 13:30:00","BZN|BE","Without Sequence","82.30","",""
"18/11/2025 13:30:00 - 18/11/2025 13:45:00","BZN|BE","Without Sequence","83.72","",""
"18/11/2025 13:45:00 - 18/11/2025 14:00:00","BZN|BE","Without Sequence","83.74","",""
"18/11/2025 14:00:00 - 18/11/2025 14:15:00","BZN|BE","Without Sequence","81.78","",""
"18/11/2025 14:15:00 - 18/11/2025 14:30:00","BZN|BE","Without Sequence","90.34","",""
"18/11/2025 14:30:00 - 18/11/2025 14:45:00","BZN|BE","Without Sequence","89.64","",""
"18/11/2025 14:45:00 - 18/11/2025 15:00:00","BZN|BE","Without Sequence","99.40","",""
"18/11/2025 15:00:00 - 18/11/2025 15:15:00","BZN|BE","Without Sequence","94.64","",""
"18/11/2025 15:15:00 - 18/11/2025 15:30:00","BZN|BE","Without Sequence","111.36","",""
"18/11/2025 15:30:00 - 18/11/2025 15:45:00","BZN|BE","Without Sequence","119.50","",""
"18/11/2025 15:45:00 - 18/11/2025 16:00:00","BZN|BE","Without Sequence","123.37","",""
"18/11/2025 16:00:00 - 18/11/2025 16:15:00","BZN|BE","Without Sequence","110.76","",""
"18/11/2025 16:15:00 - 18/11/2025 16:30:00","BZN|BE","Without Sequence","127.45","",""
"18/11/2025 16:30:00 - 18/11/2025 16:45:00","BZN|BE","Without Sequence","132.98","",""
"18/11/2025 16:45:00 - 18/11/2025 17:00:00","BZN|BE","Without Sequence","149.59","",""
"18/11/2025 17:00:00 - 18/11/2025 17:15:00","BZN|BE","Without Sequence","132.37","",""
"18/11/2025 17:15:00 - 18/11/2025 17:30:00","BZN|BE","Without Sequence","143.08","",""
"18/11/2025 17:30:00 - 18/11/2025 17:45:00","BZN|BE","Without Sequence","142.77","",""
"18/11/2025 17:45:00 - 18/11/2025 18:00:00","BZN|BE","Without Sequence","143.39","",""
"18/11/2025 18:00:00 - 18/11/2025 18:15:00","BZN|BE","Without Sequence","143.93","",""
"18/11/2025 18:15:00 - 18/11/2025 18:30:00","BZN|BE","Without Sequence","140.83","",""
"18/11/2025 18:30:00 - 18/11/2025 18:45:00","BZN|BE","Without Sequence","138.98","",""
"18/11/2025 18:45:00 - 18/11/2025 19:00:00","BZN|BE","Without Sequence","139.79","",""
"18/11/2025 19:00:00 - 18/11/2025 19:15:00","BZN|BE","Without Sequence","134.73","",""
"18/11/2025 19:15:00 - 18/11/2025 19:30:00","BZN|BE","Without Sequence","132.83","",""
"18/11/2025 19:30:00 - 18/11/2025 19:45:00","BZN|BE","Without Sequence","130.97","",""
"18/11/2025 19:45:00 - 18/11/2025 20:00:00","BZN|BE","Without Sequence","126.26","",""
"18/11/2025 20:00:00 - 18/11/2025 20:15:00","BZN|BE","Without Sequence","120.02","",""
"18/11/2025 20:15:00 - 18/11/2025 20:30:00","BZN|BE","Without Sequence","101.07","",""
"18/11/2025 20:30:00 - 18/11/2025 20:45:00","BZN|BE","Without Sequence","103.11","",""
"18/11/2025 20:45:00 - 18/11/2025 21:00:00","BZN|BE","Without Sequence","97.44","",""
"18/11/2025 21:00:00 - 18/11/2025 21:15:00","BZN|BE","Without Sequence","100.00","",""
"18/11/2025 21:15:00 - 18/11/2025 21:30:00","BZN|BE","Without Sequence","91.47","",""
"18/11/2025 21:30:00 - 18/11/2025 21:45:00","BZN|BE","Without Sequence","94.60","",""
"18/11/2025 21:45:00 - 18/11/2025 22:00:00","BZN|BE","Without Sequence","88.17","",""
"18/11/2025 22:00:00 - 18/11/2025 22:15:00","BZN|BE","Without Sequence","102.36","",""
"18/11/2025 22:15:00 - 18/11/2025 22:30:00","BZN|BE","Without Sequence","96.32","",""
"18/11/2025 22:30:00 - 18/11/2025 22:45:00","BZN|BE","Without Sequence","100.10","",""
"18/11/2025 22:45:00 - 18/11/2025 23:00:00","BZN|BE","Without Sequence","91.32","",""
"18/11/2025 23:00:00 - 18/11/2025 23:15:00","BZN|BE","Without Sequence","97.35","",""
"18/11/2025 23:15:00 - 18/11/2025 23:30:00","BZN|BE","Without Sequence","89.12","",""
"18/11/2025 23:30:00 - 18/11/2025 23:45:00","BZN|BE","Without Sequence","88.85","",""
"18/11/2025 23:45:00 - 19/11/2025 00:00:00","BZN|BE","Without Sequence","84.53","",""
"19/11/2025 00:00:00 - 19/11/2025 00:15:00","BZN|BE","Without Sequence","91.46","",""
"19/11/2025 00:15:00 - 19/11/2025 00:30:00","BZN|BE","Without Sequence","86.13","",""
"19/11/2025 00:30:00 - 19/11/2025 00:45:00","BZN|BE","Without Sequence","85.72","",""
"19/11/2025 00:45:00 - 19/11/2025 01:00:00","BZN|BE","Without Sequence","78.93","",""
"19/11/2025 01:00:00 - 19/11/2025 01:15:00","BZN|BE","Without Sequence","86.85","",""
"19/11/2025 01:15:00 - 19/11/2025 01:30:00","BZN|BE","Without Sequence","84.70","",""
"19/11/2025 01:30:00 - 19/11/2025 01:45:00","BZN|BE","Without Sequence","87.12","",""
"19/11/2025 01:45:00 - 19/11/2025 02:00:00","BZN|BE","Without Sequence","83.23","",""
"19/11/2025 02:00:00 - 19/11/2025 02:15:00","BZN|BE","Without Sequence","85.77","",""
"19/11/2025 02:15:00 - 19/11/2025 02:30:00","BZN|BE","Without Sequence","81.90","",""
"19/11/2025 02:30:00 - 19/11/2025 02:45:00","BZN|BE","Without Sequence","81.37","",""
"19/11/2025 02:45:00 - 19/11/2025 03:00:00","BZN|BE","Without Sequence","75.43","",""
"19/11/2025 03:00:00 - 19/11/2025 03:15:00","BZN|BE","Without Sequence","81.29","",""
"19/11/2025 03:15:00 - 19/11/2025 03:30:00","BZN|BE","Without Sequence","77.33","",""
"19/11/2025 03:30:00 - 19/11/2025 03:45:00","BZN|BE","Without Sequence","75.95","",""
"19/11/2025 03:45:00 - 19/11/2025 04:00:00","BZN|BE","Without Sequence","73.11","",""
"19/11/2025 04:00:00 - 19/11/2025 04:15:00","BZN|BE","Without Sequence","79.86","",""
"19/11/2025 04:15:00 - 19/11/2025 04:30:00","BZN|BE","Without Sequence","78.14","",""
"19/11/2025 04:30:00 - 19/11/2025 04:45:00","BZN|BE","Without Sequence","78.38","",""
"19/11/2025 04:45:00 - 19/11/2025 05:00:00","BZN|BE","Without Sequence","75.75","",""
"19/11/2025 05:00:00 - 19/11/2025 05:15:00","BZN|BE","Without Sequence","78.84","",""
"19/11/2025 05:15:00 - 19/11/2025 05:30:00","BZN|BE","Without Sequence","83.30","",""
"19/11/2025 05:30:00 - 19/11/2025 05:45:00","BZN|BE","Without Sequence","86.04","",""
"19/11/2025 05:45:00 - 19/11/2025 06:00:00","BZN|BE","Without Sequence","84.19","",""
"19/11/2025 06:00:00 - 19/11/2025 06:15:00","BZN|BE","Without Sequence","87.99","",""
"19/11/2025 06:15:00 - 19/11/2025 06:30:00","BZN|BE","Without Sequence","95.59","",""
"19/11/2025 06:30:00 - 19/11/2025 06:45:00","BZN|BE","Without Sequence","86.04","",""
"19/11/2025 06:45:00 - 19/11/2025 07:00:00","BZN|BE","Without Sequence","101.54","",""
"19/11/2025 07:00:00 - 19/11/2025 07:15:00","BZN|BE","Without Sequence","106.26","",""
"19/11/2025 07:15:00 - 19/11/2025 07:30:00","BZN|BE","Without Sequence","109.73","",""
"19/11/2025 07:30:00 - 19/11/2025 07:45:00","BZN|BE","Without Sequence","109.06","",""
"19/11/2025 07:45:00 - 19/11/2025 08:00:00","BZN|BE","Without Sequence","116.40","",""
"19/11/2025 08:00:00 - 19/11/2025 08:15:00","BZN|BE","Without Sequence","149.92","",""
"19/11/2025 08:15:00 - 19/11/2025 08:30:00","BZN|BE","Without Sequence","136.43","",""
"19/11/2025 08:30:00 - 19/11/2025 08:45:00","BZN|BE","Without Sequence","127.96","",""
"19/11/2025 08:45:00 - 19/11/2025 09:00:00","BZN|BE","Without Sequence","112.28","",""
"19/11/2025 09:00:00 - 19/11/2025 09:15:00","BZN|BE","Without Sequence","125.20","",""
"19/11/2025 09:15:00 - 19/11/2025 09:30:00","BZN|BE","Without Sequence","114.04","",""
"19/11/2025 09:30:00 - 19/11/2025 09:45:00","BZN|BE","Without Sequence","110.20","",""
"19/11/2025 09:45:00 - 19/11/2025 10:00:00","BZN|BE","Without Sequence","96.31","",""
"19/11/2025 10:00:00 - 19/11/2025 10:15:00","BZN|BE","Without Sequence","108.49","",""
"19/11/2025 10:15:00 - 19/11/2025 10:30:00","BZN|BE","Without Sequence","97.02","",""
"19/11/2025 10:30:00 - 19/11/2025 10:45:00","BZN|BE","Without Sequence","93.75","",""
"19/11/2025 10:45:00 - 19/11/2025 11:00:00","BZN|BE","Without Sequence","88.22","",""
"19/11/2025 11:00:00 - 19/11/2025 11:15:00","BZN|BE","Without Sequence","93.35","",""
"19/11/2025 11:15:00 - 19/11/2025 11:30:00","BZN|BE","Without Sequence","88.92","",""
"19/11/2025 11:30:00 - 19/11/2025 11:45:00","BZN|BE","Without Sequence","85.79","",""
"19/11/2025 11:45:00 - 19/11/2025 12:00:00","BZN|BE","Without Sequence","85.16","",""
"19/11/2025 12:00:00 - 19/11/2025 12:15:00","BZN|BE","Without Sequence","87.14","",""
"19/11/2025 12:15:00 - 19/11/2025 12:30:00","BZN|BE","Without Sequence","84.16","",""
"19/11/2025 12:30:00 - 19/11/2025 12:45:00","BZN|BE","Without Sequence","85.54","",""
"19/11/2025 12:45:00 - 19/11/2025 13:00:00","BZN|BE","Without Sequence","84.10","",""
"19/11/2025 13:00:00 - 19/11/2025 13:15:00","BZN|BE","Without Sequence","84.41","",""
"19/11/2025 13:15:00 - 19/11/2025 13:30:00","BZN|BE","Without Sequence","84.03","",""
"19/11/2025 13:30:00 - 19/11/2025 13:45:00","BZN|BE","Without Sequence","88.86","",""
"19/11/2025 13:45:00 - 19/11/2025 14:00:00","BZN|BE","Without Sequence","92.98","",""
"19/11/2025 14:00:00 - 19/11/2025 14:15:00","BZN|BE","Without Sequence","83.74","",""
"19/11/2025 14:15:00 - 19/11/2025 14:30:00","BZN|BE","Without Sequence","94.54","",""
"19/11/2025 14:30:00 - 19/11/2025 14:45:00","BZN|BE","Without Sequence","99.63","",""
"19/11/2025 14:45:00 - 19/11/2025 15:00:00","BZN|BE","Without Sequence","109.20","",""
"19/11/2025 15:00:00 - 19/11/2025 15:15:00","BZN|BE","Without Sequence","97.97","",""
"19/11/2025 15:15:00 - 19/11/2025 15:30:00","BZN|BE","Without Sequence","111.73","",""
"19/11/2025 15:30:00 - 19/11/2025 15:45:00","BZN|BE","Without Sequence","107.98","",""
"19/11/2025 15:45:00 - 19/11/2025 16:00:00","BZN|BE","Without Sequence","117.70","",""
"19/11/2025 16:00:00 - 19/11/2025 16:15:00","BZN|BE","Without Sequence","111.52","",""
"19/11/2025 16:15:00 - 19/11/2025 16:30:00","BZN|BE","Without Sequence","116.91","",""
"19/11/2025 16:30:00 - 19/11/2025 16:45:00","BZN|BE","Without Sequence","122.00","",""
"19/11/2025 16:45:00 - 19/11/2025 17:00:00","BZN|BE","Without Sequence","122.00","",""
"19/11/2025 17:00:00 - 19/11/2025 17:15:00","BZN|BE","Without Sequence","115.00","",""
"19/11/2025 17:15:00 - 19/11/2025 17:30:00","BZN|BE","Without Sequence","120.75","",""
"19/11/2025 17:30:00 - 19/11/2025 17:45:00","BZN|BE","Without Sequence","124.82","",""
"19/11/2025 17:45:00 - 19/11/2025 18:00:00","BZN|BE","Without Sequence","129.67","",""
"19/11/2025 18:00:00 - 19/11/2025 18:15:00","BZN|BE","Without Sequence","115.00","",""
"19/11/2025 18:15:00 - 19/11/2025 18:30:00","BZN|BE","Without Sequence","117.34","",""
"19/11/2025 18:30:00 - 19/11/2025 18:45:00","BZN|BE","Without Sequence","120.90","",""
"19/11/2025 18:45:00 - 19/11/2025 19:00:00","BZN|BE","Without Sequence","120.84","",""
"19/11/2025 19:00:00 - 19/11/2025 19:15:00","BZN|BE","Without Sequence","119.51","",""
"19/11/2025 19:15:00 - 19/11/2025 19:30:00","BZN|BE","Without Sequence","116.44","",""
"19/11/2025 19:30:00 - 19/11/2025 19:45:00","BZN|BE","Without Sequence","118.34","",""
"19/11/2025 19:45:00 - 19/11/2025 20:00:00","BZN|BE","Without Sequence","120.83","",""
"19/11/2025 20:00:00 - 19/11/2025 20:15:00","BZN|BE","Without Sequence","119.18","",""
"19/11/2025 20:15:00 - 19/11/2025 20:30:00","BZN|BE","Without Sequence","107.60","",""
"19/11/2025 20:30:00 - 19/11/2025 20:45:00","BZN|BE","Without Sequence","100.53","",""
"19/11/2025 20:45:00 - 19/11/2025 21:00:00","BZN|BE","Without Sequence","92.17","",""
