simulation,timestamp_t0,model_used,scenario,branch,terminal_resolution_nuclear,terminal_resolution_ukraine,terminal_abnormal_return,max_drawdown,ret_step1_nuclear,ret_terminal_nuclear,ret_step1_ukraine,ret_terminal_ukraine,idio_path_std
4041,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:down->0 | U:up->0,0,0,2.1913622346276544,-0.6866340786143363,-14.28571428571428,-100.0,9.090909090909104,-100.0,191.99515730577008
4042,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:down->0 | U:down->0,0,0,1.1755391690841899,-0.34416442737976216,-14.28571428571428,-100.0,-18.181818181818176,-100.0,40.273338765724446
4043,2025-09-25 00:00:00+00:00,VAR,N:1|U:0,N:down->1 | U:down->0,1,0,0.05850598372082372,-0.5844200914888193,-14.28571428571428,1566.6666666666665,-18.181818181818176,-100.0,51.52323226714127
4044,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:up->0 | U:down->0,0,0,-0.5724557315208174,-0.636459632960851,14.285714285714256,-100.0,-18.181818181818176,-100.0,19.619616775292148
4045,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:up->0 | U:down->0,0,0,-0.30723587444741385,-0.5606523998454755,14.285714285714256,-100.0,-18.181818181818176,-100.0,39.02611186368698
4046,2025-09-25 00:00:00+00:00,VAR,N:0|U:1,N:up->0 | U:up->1,0,1,0.6787972405399698,-0.22711215374337212,14.285714285714256,-100.0,9.090909090909104,733.3333333333333,26.659981132992723
4047,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:down->0 | U:up->0,0,0,-0.7068766411276426,-0.7046011145394102,-14.28571428571428,-100.0,9.090909090909104,-100.0,23.56818944620604
4048,2025-09-25 00:00:00+00:00,VAR,N:1|U:0,N:up->1 | U:up->0,1,0,0.06224757215389465,-0.1233893239295093,14.285714285714256,1150.0000000000002,9.090909090909104,-100.0,16.45788983457998
4049,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:up->0 | U:up->0,0,0,-1.0762508811182705,-1.392466433164994,14.285714285714256,-100.0,9.090909090909104,-100.0,53.29711340188397
4050,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:up->0 | U:up->0,0,0,-0.25116073228841973,-0.8102710485286104,14.285714285714256,-100.0,9.090909090909104,-100.0,66.2271090268896
4051,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:down->0 | U:down->0,0,0,-1.0492415300356754,-1.055584738898928,-14.28571428571428,-100.0,-18.181818181818176,-100.0,43.47633551726997
4052,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:down->0 | U:down->0,0,0,-1.382148423282929,-1.4039728134230849,-14.28571428571428,-100.0,-18.181818181818176,-100.0,79.15036938112655
4053,2025-09-25 00:00:00+00:00,VAR,N:0|U:0,N:down->0 | U:up->0,0,0,-0.7466199026955793,-0.7535382330408813,-14.28571428571428,-100.0,9.090909090909104,-100.0,19.62597142254017
