sim_id,terminal_resolution,cum_elec_idio_return_pct,mean_daily_idio_pct,std_daily_idio_pct,max_drawdown_pct
4228,0,32896.232599831936,219.90263143874554,24.97401628571571,0.0
4229,0,33607.52570476092,221.32694439109127,25.784925229927694,0.0
4230,0,59269.99998946826,259.41966383800263,22.411614274721277,0.0
4231,1,33210.61599551694,220.4486402587317,24.723025923878293,0.0
4232,0,36961.942466483306,226.78731104700955,15.321157643923652,0.0
4233,0,43960.233095345655,239.24215081507026,29.908526794732293,0.0
4234,1,45881.271043306166,242.61650785579178,35.83759924276288,0.0
4235,1,38205.83371240803,228.94724243069624,15.51921769315483,0.0
4236,0,38785.5741264667,230.04036019901736,17.511739853954342,0.0
4237,0,35857.00997450998,225.27976417008298,22.438906674014834,0.0
4238,0,35843.5798262513,224.94578922003524,18.574099615565395,0.0
4239,0,49750.681757861705,248.1787390845624,35.71689716468585,0.0
4240,0,34296.79708266001,222.1978821166703,19.851923154926748,0.0
4241,0,47905.89016369996,244.28782351012123,19.111775492016317,0.0
4242,0,52845.44968366376,251.22753640186338,21.500306228672194,0.0
4243,0,40749.52505865932,233.11817064040503,13.576821403840516,0.0
4244,0,43748.65949258083,237.86709175198743,13.699105737300817,0.0
4245,0,42945.699030392425,236.51872927328128,10.878681979179044,0.0
4246,0,38933.47687957714,230.68517039814702,23.695141012109705,0.0
4247,1,39153.9794963561,233.82554796529703,48.743039218942094,0.0
4248,1,25183.394481305597,202.56139046791432,10.259141085474964,0.0
4249,0,35778.828776915914,224.5034522217661,11.056680839587067,0.0
4250,0,34489.75137503738,222.19750015254257,12.556506485086155,0.0
4251,1,34515.96479018269,222.922954376388,24.046683679328844,0.0
4252,1,49383.515897349665,246.99228237876991,27.65182968451151,0.0
4253,0,41757.73109315355,234.61653241047838,9.90613953124097,0.0
4254,0,44140.32581176654,239.779489675099,31.818210958719643,0.0
4255,1,34311.86283926193,222.09827169211582,17.811546432028713,0.0
4256,1,35423.81601557082,224.98385074227062,28.553503933172074,0.0
4257,0,67279.55772183828,269.2907268386732,32.084478132022745,0.0
4258,0,30040.558550679663,213.69383572241176,17.35338342667073,0.0
4259,0,38147.549853711076,229.4750634443588,25.227141285204734,0.0
4260,0,31187.971349657153,215.68482054429833,8.999269925273982,0.0
4261,0,39511.96062782461,231.1748650949487,15.872193302596282,0.0
4262,0,44079.395982923714,241.66033416082618,48.17879256037895,0.0
